roundid,hnum,shotid,stroke,startpos,shotcategory,holedis,proximity,startpos_name,lastshot,penalty,recovery,shotdisbucket,golfername,fairwayhit,scrsg,course,date
48880,1,2741841,1,0,Drive,341,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,1,2741842,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,1,2741843,3,0,Drive,341,423,TEE,0,0,0,Drive,Graham Fletcher,1,-0.007,Belfry PGA N,2019-06-02
48880,1,2741844,4,1,Approach,141,99,FAIRWAY,0,0,0,125 - 150,Graham Fletcher,0,-0.493,Belfry PGA N,2019-06-02
48880,1,2741845,5,1,Short Game,33,21,FAIRWAY,0,0,0,30 - 40,Graham Fletcher,0,-0.309,Belfry PGA N,2019-06-02
48880,1,2741846,6,4,Putting,21,1,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.071,Belfry PGA N,2019-06-02
48880,1,2741847,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,2,2741848,1,0,Drive,487,798,TEE,0,0,0,Drive,Graham Fletcher,0,-0.197,Belfry PGA N,2019-06-02
48880,2,2741849,2,2,Approach,266,105,ROUGH,0,0,0,250+,Graham Fletcher,0,0.423,Belfry PGA N,2019-06-02
48880,2,2741850,3,1,Short Game,35,2,FAIRWAY,0,0,0,30 - 40,Graham Fletcher,0,0.626,Belfry PGA N,2019-06-02
48880,2,2741851,4,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,Belfry PGA N,2019-06-02
48880,3,2741852,1,0,Approach,157,17,TEE,0,0,0,150 - 175,Graham Fletcher,0,0.270,Belfry PGA N,2019-06-02
48880,3,2741853,2,4,Putting,17,1,GREEN,0,0,0,15 - 18,Graham Fletcher,0,-0.129,Belfry PGA N,2019-06-02
48880,3,2741854,3,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,4,2741855,1,0,Drive,360,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,4,2741856,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,4,2741857,3,0,Drive,360,495,TEE,0,0,0,Drive,Graham Fletcher,1,-0.075,Belfry PGA N,2019-06-02
48880,4,2741858,4,1,Approach,165,54,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,-0.476,Belfry PGA N,2019-06-02
48880,4,2741859,5,3,Short Game,18,22,SAND,0,0,0,Sand 0 - 100,Graham Fletcher,0,-0.216,Belfry PGA N,2019-06-02
48880,4,2741860,6,4,Putting,22,4,GREEN,0,0,0,22+,Graham Fletcher,0,-0.260,Belfry PGA N,2019-06-02
48880,4,2741861,7,4,Putting,4,-,GREEN,1,0,0,04,Graham Fletcher,0,0.207,Belfry PGA N,2019-06-02
48880,5,2741862,1,0,Drive,384,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,5,2741863,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,5,2741864,3,0,Drive,384,306,TEE,0,0,0,Drive,Graham Fletcher,1,0.216,Belfry PGA N,2019-06-02
48880,5,2741865,4,1,Approach,102,102,FAIRWAY,0,0,0,100 - 125,Graham Fletcher,0,-0.742,Belfry PGA N,2019-06-02
48880,5,2741866,5,2,Short Game,34,15,ROUGH,0,0,0,30 - 40,Graham Fletcher,0,-0.042,Belfry PGA N,2019-06-02
48880,5,2741867,6,4,Putting,15,2,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.186,Belfry PGA N,2019-06-02
48880,5,2741868,7,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,Belfry PGA N,2019-06-02
48880,6,2741869,1,0,Drive,395,276,TEE,0,0,0,Drive,Graham Fletcher,1,-0.697,Belfry PGA N,2019-06-02
48880,6,2741870,3,1,Short Game,92,33,FAIRWAY,0,0,0,90 - 100,Graham Fletcher,0,-0.055,Belfry PGA N,2019-06-02
48880,6,2741871,4,4,Putting,33,1,GREEN,0,0,0,22+,Graham Fletcher,0,0.059,Belfry PGA N,2019-06-02
48880,6,2741872,5,4,Putting,1,-,GREEN,0,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,6,2741873,2,0,Drive,0,-,TEE,1,1,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,7,2741874,1,0,Drive,412,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,7,2741875,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,7,2741876,3,0,Drive,412,450,TEE,0,0,0,Drive,Graham Fletcher,1,0.244,Belfry PGA N,2019-06-02
48880,7,2741877,4,1,Approach,150,54,FAIRWAY,0,0,0,125 - 150,Graham Fletcher,0,-0.253,Belfry PGA N,2019-06-02
48880,7,2741878,5,1,Short Game,18,4,FAIRWAY,0,0,0,15 - 20,Graham Fletcher,0,0.196,Belfry PGA N,2019-06-02
48880,7,2741879,6,4,Putting,4,-,GREEN,1,0,0,04,Graham Fletcher,0,0.207,Belfry PGA N,2019-06-02
48880,8,2741880,1,0,Approach,187,84,TEE,0,0,0,175 - 200,Graham Fletcher,0,-0.439,Belfry PGA N,2019-06-02
48880,8,2741881,2,2,Short Game,28,5,ROUGH,0,0,0,20 - 30,Graham Fletcher,0,0.408,Belfry PGA N,2019-06-02
48880,8,2741882,3,4,Putting,5,5,GREEN,0,0,0,05,Graham Fletcher,0,-1.000,Belfry PGA N,2019-06-02
48880,8,2741883,4,4,Putting,5,-,GREEN,1,0,0,05,Graham Fletcher,0,0.334,Belfry PGA N,2019-06-02
48880,9,2741884,1,0,Drive,380,309,TEE,0,0,0,Drive,Graham Fletcher,1,0.199,Belfry PGA N,2019-06-02
48880,9,2741885,2,1,Approach,103,66,FAIRWAY,0,0,0,100 - 125,Graham Fletcher,0,-0.721,Belfry PGA N,2019-06-02
48880,9,2741886,3,3,Short Game,22,51,SAND,0,0,0,Sand 0 - 100,Graham Fletcher,0,-0.940,Belfry PGA N,2019-06-02
48880,9,2741887,4,3,Short Game,17,18,SAND,0,0,0,Sand 0 - 100,Graham Fletcher,0,-0.175,Belfry PGA N,2019-06-02
48880,9,2741888,5,4,Putting,18,2,GREEN,0,0,0,15 - 18,Graham Fletcher,0,-0.132,Belfry PGA N,2019-06-02
48880,9,2741889,6,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,Belfry PGA N,2019-06-02
48880,10,2741890,1,0,Drive,428,495,TEE,0,0,0,Drive,Graham Fletcher,1,0.224,Belfry PGA N,2019-06-02
48880,10,2741891,2,1,Approach,165,54,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,-0.335,Belfry PGA N,2019-06-02
48880,10,2741892,3,2,Short Game,18,15,ROUGH,0,0,0,15 - 20,Graham Fletcher,0,-0.248,Belfry PGA N,2019-06-02
48880,10,2741893,4,4,Putting,15,4,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.369,Belfry PGA N,2019-06-02
48880,10,2741894,5,4,Putting,4,-,GREEN,1,0,0,04,Graham Fletcher,0,0.207,Belfry PGA N,2019-06-02
48880,11,2741895,1,0,Approach,160,51,TEE,0,0,0,150 - 175,Graham Fletcher,0,-0.555,Belfry PGA N,2019-06-02
48880,11,2741896,2,3,Short Game,17,15,SAND,0,0,0,Sand 0 - 100,Graham Fletcher,0,-0.121,Belfry PGA N,2019-06-02
48880,11,2741897,3,4,Putting,15,3,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.242,Belfry PGA N,2019-06-02
48880,11,2741898,4,4,Putting,3,-,GREEN,1,0,0,03,Graham Fletcher,0,0.080,Belfry PGA N,2019-06-02
48880,12,2741899,1,0,Drive,505,696,TEE,0,0,0,Drive,Graham Fletcher,1,0.310,Belfry PGA N,2019-06-02
48880,12,2741900,2,1,Approach,232,462,FAIRWAY,0,0,0,200 - 250,Graham Fletcher,0,-0.636,Belfry PGA N,2019-06-02
48880,12,2741901,3,2,Approach,154,135,ROUGH,0,0,0,150 - 175,Graham Fletcher,0,-0.523,Belfry PGA N,2019-06-02
48880,12,2741902,4,2,Short Game,45,22,ROUGH,0,0,0,40 - 50,Graham Fletcher,0,-0.082,Belfry PGA N,2019-06-02
48880,12,2741903,5,4,Putting,22,2,GREEN,0,0,0,22+,Graham Fletcher,0,-0.077,Belfry PGA N,2019-06-02
48880,12,2741904,6,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,Belfry PGA N,2019-06-02
48880,13,2741905,1,0,Drive,390,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,13,2741906,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,13,2741907,3,0,Drive,390,405,TEE,0,0,0,Drive,Graham Fletcher,1,0.172,Belfry PGA N,2019-06-02
48880,13,2741908,4,1,Approach,135,126,FAIRWAY,0,0,0,125 - 150,Graham Fletcher,0,-0.608,Belfry PGA N,2019-06-02
48880,13,2741909,5,1,Short Game,42,12,FAIRWAY,0,0,0,40 - 50,Graham Fletcher,0,-0.038,Belfry PGA N,2019-06-02
48880,13,2741910,6,4,Putting,12,1,GREEN,0,0,0,11 - 12,Graham Fletcher,0,-0.239,Belfry PGA N,2019-06-02
48880,13,2741911,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,14,2741912,1,0,Drive,311,483,TEE,0,0,0,Drive,Graham Fletcher,1,-0.162,Belfry PGA N,2019-06-02
48880,14,2741913,2,1,Approach,161,129,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,-0.511,Belfry PGA N,2019-06-02
48880,14,2741914,3,1,Short Game,43,14,FAIRWAY,0,0,0,40 - 50,Graham Fletcher,0,-0.078,Belfry PGA N,2019-06-02
48880,14,2741915,4,4,Putting,14,3,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.264,Belfry PGA N,2019-06-02
48880,14,2741916,5,4,Putting,3,-,GREEN,1,0,0,03,Graham Fletcher,0,0.080,Belfry PGA N,2019-06-02
48880,15,2741917,1,0,Approach,141,-,TEE,0,0,0,125 - 150,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,15,2741918,2,0,Approach,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,15,2741919,3,0,Approach,141,84,TEE,0,0,0,125 - 150,Graham Fletcher,0,-0.468,Belfry PGA N,2019-06-02
48880,15,2741920,4,1,Short Game,28,1,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,0.555,Belfry PGA N,2019-06-02
48880,15,2741921,5,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,16,2741922,1,0,Drive,305,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,16,2741923,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,16,2741924,3,0,Drive,305,276,TEE,0,0,0,Drive,Graham Fletcher,1,0.045,Belfry PGA N,2019-06-02
48880,16,2741925,4,1,Short Game,92,-,FAIRWAY,0,0,0,90 - 100,Graham Fletcher,0,-1.483,Belfry PGA N,2019-06-02
48880,16,2741926,5,0,Approach,0,-,FAIRWAY,0,1,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,16,2741927,6,2,Short Game,14,8,ROUGH,0,0,0,10 - 15,Graham Fletcher,0,-0.105,Belfry PGA N,2019-06-02
48880,16,2741928,7,4,Putting,8,1,GREEN,0,0,0,08,Graham Fletcher,0,-0.409,Belfry PGA N,2019-06-02
48880,16,2741929,8,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,Belfry PGA N,2019-06-02
48880,17,2741930,1,0,Drive,311,264,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,Belfry PGA N,2019-06-02
48880,17,2741931,4,2,Short Game,88,14,ROUGH,0,0,0,80 - 90,Graham Fletcher,0,0.278,Belfry PGA N,2019-06-02
48880,17,2741932,5,4,Putting,14,2,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.208,Belfry PGA N,2019-06-02
48880,17,2741933,6,4,Putting,2,-,GREEN,0,0,0,0 - 2,Graham Fletcher,0,0.024,Belfry PGA N,2019-06-02
48880,17,2741934,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,Belfry PGA N,2019-06-02
48880,17,2741935,3,0,Drive,311,-,TEE,1,0,0,Drive,Graham Fletcher,0,-0.029,Belfry PGA N,2019-06-02
48880,18,2741936,1,0,Drive,342,411,TEE,0,0,0,Drive,Graham Fletcher,1,0.003,Belfry PGA N,2019-06-02
48880,18,2741937,2,1,Approach,137,84,FAIRWAY,0,0,0,125 - 150,Graham Fletcher,0,-0.436,Belfry PGA N,2019-06-02
48880,18,2741938,3,1,Short Game,28,10,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,-0.136,Belfry PGA N,2019-06-02
48880,18,2741939,4,4,Putting,10,3,GREEN,0,0,0,10,Graham Fletcher,0,-0.384,Belfry PGA N,2019-06-02
48880,18,2741940,5,4,Putting,3,-,GREEN,1,0,0,03,Graham Fletcher,0,0.080,Belfry PGA N,2019-06-02
49604,1,2783479,1,0,Drive,549,768,TEE,0,0,0,Drive,Graham Fletcher,0,0.347,South Essex HH,2019-06-09
49604,1,2783480,2,2,Approach,256,231,ROUGH,0,0,0,250+,Graham Fletcher,0,0.091,South Essex HH,2019-06-09
49604,1,2783481,3,1,Short Game,77,18,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,-0.149,South Essex HH,2019-06-09
49604,1,2783482,4,1,Short Game,6,2,FAIRWAY,0,0,0,0 - 10,Graham Fletcher,0,0.054,South Essex HH,2019-06-09
49604,1,2783483,5,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,South Essex HH,2019-06-09
49604,2,2783484,1,0,Drive,342,534,TEE,0,0,0,Drive,Graham Fletcher,1,-0.218,South Essex HH,2019-06-09
49604,2,2783485,2,1,Approach,178,-,FAIRWAY,0,0,0,175 - 200,Graham Fletcher,0,-1.600,South Essex HH,2019-06-09
49604,2,2783486,3,0,Approach,0,-,FAIRWAY,0,1,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,2,2783487,4,2,Short Game,61,8,ROUGH,0,0,0,60 - 70,Graham Fletcher,0,0.349,South Essex HH,2019-06-09
49604,2,2783488,5,4,Putting,8,5,GREEN,0,0,0,08,Graham Fletcher,0,-0.738,South Essex HH,2019-06-09
49604,2,2783489,6,4,Putting,5,1,GREEN,0,0,0,05,Graham Fletcher,0,-0.671,South Essex HH,2019-06-09
49604,2,2783490,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,3,2783491,1,0,Drive,431,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,South Essex HH,2019-06-09
49604,3,2783492,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,3,2783493,3,0,Drive,431,666,TEE,0,0,0,Drive,Graham Fletcher,1,-0.146,South Essex HH,2019-06-09
49604,3,2783494,4,1,Approach,222,303,FAIRWAY,0,0,0,200 - 250,Graham Fletcher,0,-0.411,South Essex HH,2019-06-09
49604,3,2783495,5,1,Approach,101,38,FAIRWAY,0,0,0,100 - 125,Graham Fletcher,0,-0.061,South Essex HH,2019-06-09
49604,3,2783496,6,4,Putting,38,7,GREEN,0,0,0,22+,Graham Fletcher,0,-0.414,South Essex HH,2019-06-09
49604,3,2783497,7,4,Putting,7,1,GREEN,0,0,0,07,Graham Fletcher,0,-0.478,South Essex HH,2019-06-09
49604,3,2783498,8,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,4,2783499,1,0,Approach,149,63,TEE,0,0,0,125 - 150,Graham Fletcher,0,-0.348,South Essex HH,2019-06-09
49604,4,2783500,2,1,Short Game,21,6,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,0.014,South Essex HH,2019-06-09
49604,4,2783501,3,4,Putting,6,-,GREEN,1,0,0,06,Graham Fletcher,0,0.441,South Essex HH,2019-06-09
49604,5,2783502,1,0,Drive,546,975,TEE,0,0,0,Drive,Graham Fletcher,0,0.035,South Essex HH,2019-06-09
49604,5,2783503,2,2,Approach,325,510,ROUGH,0,0,0,250+,Graham Fletcher,0,0.019,South Essex HH,2019-06-09
49604,5,2783504,3,1,Approach,170,54,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,-0.114,South Essex HH,2019-06-09
49604,5,2783505,4,1,Short Game,18,5,FAIRWAY,0,0,0,15 - 20,Graham Fletcher,0,0.069,South Essex HH,2019-06-09
49604,5,2783506,5,4,Putting,5,-,GREEN,1,0,0,05,Graham Fletcher,0,0.334,South Essex HH,2019-06-09
49604,6,2783507,1,0,Drive,328,432,TEE,0,0,0,Drive,Graham Fletcher,1,-0.039,South Essex HH,2019-06-09
49604,6,2783508,2,1,Approach,144,-,FAIRWAY,0,0,0,125 - 150,Graham Fletcher,0,-1.994,South Essex HH,2019-06-09
49604,6,2783509,3,0,Approach,0,-,FAIRWAY,0,1,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,6,2783510,4,2,Short Game,95,45,ROUGH,0,0,0,90 - 100,Graham Fletcher,0,-0.211,South Essex HH,2019-06-09
49604,6,2783511,5,1,Short Game,15,8,FAIRWAY,0,0,0,10 - 15,Graham Fletcher,0,-0.254,South Essex HH,2019-06-09
49604,6,2783512,6,4,Putting,8,-,GREEN,1,0,0,08,Graham Fletcher,0,0.596,South Essex HH,2019-06-09
49604,7,2783513,1,0,Drive,326,543,TEE,0,0,0,Drive,Graham Fletcher,1,-0.271,South Essex HH,2019-06-09
49604,7,2783514,2,1,Approach,181,-,FAIRWAY,0,0,0,175 - 200,Graham Fletcher,0,-1.673,South Essex HH,2019-06-09
49604,7,2783515,3,0,Approach,0,-,FAIRWAY,0,1,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,7,2783516,4,2,Short Game,78,19,ROUGH,0,0,0,70 - 80,Graham Fletcher,0,0.132,South Essex HH,2019-06-09
49604,7,2783517,5,4,Putting,19,6,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.535,South Essex HH,2019-06-09
49604,7,2783518,6,4,Putting,6,1,GREEN,0,0,0,06,Graham Fletcher,0,-0.564,South Essex HH,2019-06-09
49604,7,2783519,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,8,2783520,1,0,Approach,159,90,TEE,0,0,0,150 - 175,Graham Fletcher,0,-0.430,South Essex HH,2019-06-09
49604,8,2783521,2,1,Short Game,30,19,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,-0.320,South Essex HH,2019-06-09
49604,8,2783522,3,4,Putting,19,1,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.099,South Essex HH,2019-06-09
49604,8,2783523,4,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,9,2783524,1,0,Drive,279,234,TEE,0,0,0,Drive,Graham Fletcher,1,-0.033,South Essex HH,2019-06-09
49604,9,2783525,2,1,Short Game,78,20,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,0.013,South Essex HH,2019-06-09
49604,9,2783526,3,4,Putting,20,1,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.084,South Essex HH,2019-06-09
49604,9,2783527,4,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,10,2783528,1,0,Drive,498,948,TEE,0,0,0,Drive,Graham Fletcher,0,-0.328,South Essex HH,2019-06-09
49604,10,2783529,2,2,Approach,316,837,ROUGH,0,0,0,250+,Graham Fletcher,0,-0.854,South Essex HH,2019-06-09
49604,10,2783530,3,2,Approach,279,300,ROUGH,0,0,0,250+,Graham Fletcher,0,-0.018,South Essex HH,2019-06-09
49604,10,2783531,4,2,Short Game,100,33,ROUGH,0,0,0,90 - 100,Graham Fletcher,0,-0.087,South Essex HH,2019-06-09
49604,10,2783532,5,1,Short Game,11,12,FAIRWAY,0,0,0,10 - 15,Graham Fletcher,0,-0.520,South Essex HH,2019-06-09
49604,10,2783533,6,4,Putting,12,1,GREEN,0,0,0,11 - 12,Graham Fletcher,0,-0.239,South Essex HH,2019-06-09
49604,10,2783534,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,11,2783535,1,0,Drive,290,510,TEE,0,0,0,Drive,Graham Fletcher,0,-0.490,South Essex HH,2019-06-09
49604,11,2783536,2,2,Approach,170,60,ROUGH,0,0,0,150 - 175,Graham Fletcher,0,0.026,South Essex HH,2019-06-09
49604,11,2783537,3,1,Short Game,20,6,FAIRWAY,0,0,0,15 - 20,Graham Fletcher,0,-0.002,South Essex HH,2019-06-09
49604,11,2783538,4,4,Putting,6,1,GREEN,0,0,0,06,Graham Fletcher,0,-0.564,South Essex HH,2019-06-09
49604,11,2783539,5,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,12,2783540,1,0,Drive,343,600,TEE,0,0,0,Drive,Graham Fletcher,0,-0.569,South Essex HH,2019-06-09
49604,12,2783541,2,2,Approach,200,-,ROUGH,0,0,0,175 - 200,Graham Fletcher,0,-1.522,South Essex HH,2019-06-09
49604,12,2783542,3,0,Approach,0,-,ROUGH,0,1,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,12,2783543,4,2,Approach,120,19,ROUGH,0,0,0,100 - 125,Graham Fletcher,0,0.314,South Essex HH,2019-06-09
49604,12,2783544,5,4,Putting,19,1,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.099,South Essex HH,2019-06-09
49604,12,2783545,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,13,2783546,1,0,Drive,354,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,South Essex HH,2019-06-09
49604,13,2783547,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,South Essex HH,2019-06-09
49604,13,2783548,3,0,Drive,354,213,TEE,0,0,0,Drive,Graham Fletcher,1,0.261,South Essex HH,2019-06-09
49604,13,2783549,4,1,Short Game,71,7,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,0.370,South Essex HH,2019-06-09
49604,13,2783550,5,4,Putting,7,1,GREEN,0,0,0,07,Graham Fletcher,0,-0.478,South Essex HH,2019-06-09
49604,13,2783551,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,14,2783552,1,0,Drive,410,540,TEE,0,0,0,Drive,Graham Fletcher,0,-0.776,South Essex HH,2019-06-09
49604,14,2783553,2,0,Recovery,180,513,TEE,0,0,1,-,Graham Fletcher,0,-0.137,South Essex HH,2019-06-09
49604,14,2783554,3,1,Approach,171,36,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,0.023,South Essex HH,2019-06-09
49604,14,2783555,4,1,Short Game,12,6,FAIRWAY,0,0,0,10 - 15,Graham Fletcher,0,-0.168,South Essex HH,2019-06-09
49604,14,2783556,5,4,Putting,6,-,GREEN,1,0,0,06,Graham Fletcher,0,0.441,South Essex HH,2019-06-09
49604,15,2783557,1,0,Approach,147,10,TEE,0,0,0,125 - 150,Graham Fletcher,0,0.408,South Essex HH,2019-06-09
49604,15,2783558,2,4,Putting,10,1,GREEN,0,0,0,10,Graham Fletcher,0,-0.309,South Essex HH,2019-06-09
49604,15,2783559,3,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,16,2783560,1,0,Drive,394,495,TEE,0,0,0,Drive,Graham Fletcher,0,-0.789,South Essex HH,2019-06-09
49604,16,2783561,2,0,Recovery,165,360,TEE,0,0,1,-,Graham Fletcher,0,-0.369,South Essex HH,2019-06-09
49604,16,2783562,3,3,Approach,120,63,SAND,0,0,0,100 - 125,Graham Fletcher,0,0.010,South Essex HH,2019-06-09
49604,16,2783563,4,1,Short Game,21,14,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,-0.361,South Essex HH,2019-06-09
49604,16,2783564,5,4,Putting,14,1,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.189,South Essex HH,2019-06-09
49604,16,2783565,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
49604,17,2783566,1,0,Approach,157,66,TEE,0,0,0,150 - 175,Graham Fletcher,0,-0.208,South Essex HH,2019-06-09
49604,17,2783567,2,4,Putting,66,10,GREEN,0,0,0,22+,Graham Fletcher,0,-0.341,South Essex HH,2019-06-09
49604,17,2783568,3,4,Putting,10,-,GREEN,1,0,0,10,Graham Fletcher,0,0.696,South Essex HH,2019-06-09
49604,18,2783569,1,0,Drive,512,792,TEE,0,0,0,Drive,Graham Fletcher,0,0.008,South Essex HH,2019-06-09
49604,18,2783570,2,2,Approach,264,294,ROUGH,0,0,0,250+,Graham Fletcher,0,0.023,South Essex HH,2019-06-09
49604,18,2783571,3,1,Short Game,98,18,FAIRWAY,0,0,0,90 - 100,Graham Fletcher,0,0.148,South Essex HH,2019-06-09
49604,18,2783572,4,4,Putting,18,6,GREEN,0,0,0,15 - 18,Graham Fletcher,0,-0.549,South Essex HH,2019-06-09
49604,18,2783573,5,4,Putting,6,1,GREEN,0,0,0,06,Graham Fletcher,0,-0.564,South Essex HH,2019-06-09
49604,18,2783574,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,South Essex HH,2019-06-09
50899,1,2859811,1,0,Drive,273,456,TEE,0,0,0,Drive,Graham Fletcher,0,-0.464,Mardyke Vall,2019-06-22
50899,1,2859812,2,2,Approach,152,54,ROUGH,0,0,0,150 - 175,Graham Fletcher,0,-0.264,Mardyke Vall,2019-06-22
50899,1,2859813,3,2,Short Game,18,33,ROUGH,0,0,0,15 - 20,Graham Fletcher,0,-0.657,Mardyke Vall,2019-06-22
50899,1,2859814,4,1,Short Game,11,5,FAIRWAY,0,0,0,10 - 15,Graham Fletcher,0,-0.087,Mardyke Vall,2019-06-22
50899,1,2859815,5,4,Putting,5,-,GREEN,1,0,0,05,Graham Fletcher,0,0.334,Mardyke Vall,2019-06-22
50899,2,2859816,1,0,Drive,336,714,TEE,0,0,0,Drive,Graham Fletcher,1,-0.628,Mardyke Vall,2019-06-22
50899,2,2859817,2,1,Approach,238,249,FAIRWAY,0,0,0,200 - 250,Graham Fletcher,0,-0.217,Mardyke Vall,2019-06-22
50899,2,2859818,3,1,Short Game,83,24,FAIRWAY,0,0,0,80 - 90,Graham Fletcher,0,-0.011,Mardyke Vall,2019-06-22
