roundid,hnum,shotid,stroke,startpos,shotcategory,holedis,proximity,startpos_name,lastshot,penalty,recovery,shotdisbucket,golfername,fairwayhit,scrsg,course,date
58000,5,3301784,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,6,3301785,1,0,Approach,202,120,TEE,0,0,0,200 - 250,Graham Fletcher,0,-0.453,SE Vixen Her,2019-09-07
58000,6,3301786,2,2,Short Game,40,2,ROUGH,0,0,0,30 - 40,Graham Fletcher,0,0.814,SE Vixen Her,2019-09-07
58000,6,3301787,3,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,SE Vixen Her,2019-09-07
58000,7,3301788,1,0,Drive,273,18,TEE,0,0,0,Drive,Graham Fletcher,1,0.783,SE Vixen Her,2019-09-07
58000,7,3301789,2,1,Short Game,6,2,FAIRWAY,0,0,0,0 - 10,Graham Fletcher,0,0.054,SE Vixen Her,2019-09-07
58000,7,3301790,3,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,SE Vixen Her,2019-09-07
58000,8,3301791,1,0,Drive,289,261,TEE,0,0,0,Drive,Graham Fletcher,0,-0.986,SE Vixen Her,2019-09-07
58000,8,3301792,2,0,Recovery,87,210,TEE,0,0,1,-,Graham Fletcher,0,-0.040,SE Vixen Her,2019-09-07
58000,8,3301793,3,2,Short Game,70,51,ROUGH,0,0,0,60 - 70,Graham Fletcher,0,-0.722,SE Vixen Her,2019-09-07
58000,8,3301794,4,3,Short Game,17,3,SAND,0,0,0,Sand 0 - 100,Graham Fletcher,0,0.637,SE Vixen Her,2019-09-07
58000,8,3301795,5,4,Putting,3,1,GREEN,0,0,0,03,Graham Fletcher,0,-0.925,SE Vixen Her,2019-09-07
58000,8,3301796,6,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,9,3301797,1,0,Drive,541,-,TEE,0,0,0,Drive,Graham Fletcher,0,-1.249,SE Vixen Her,2019-09-07
58000,9,3301798,2,0,Drive,0,-,TEE,0,1,0,-,Graham Fletcher,0,0.000,SE Vixen Her,2019-09-07
58000,9,3301799,3,2,Approach,408,981,ROUGH,0,0,0,250+,Graham Fletcher,0,-0.760,SE Vixen Her,2019-09-07
58000,9,3301800,4,2,Approach,327,120,ROUGH,0,0,0,250+,Graham Fletcher,0,0.475,SE Vixen Her,2019-09-07
58000,9,3301801,5,2,Short Game,40,12,ROUGH,0,0,0,30 - 40,Graham Fletcher,0,0.072,SE Vixen Her,2019-09-07
58000,9,3301802,6,4,Putting,12,1,GREEN,0,0,0,11 - 12,Graham Fletcher,0,-0.239,SE Vixen Her,2019-09-07
58000,9,3301803,7,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,10,3301804,1,0,Drive,536,741,TEE,0,0,0,Drive,Graham Fletcher,1,0.462,SE Vixen Her,2019-09-07
58000,10,3301805,2,1,Approach,247,-,FAIRWAY,0,0,0,200 - 250,Graham Fletcher,0,-2.176,SE Vixen Her,2019-09-07
58000,10,3301806,3,0,Approach,0,-,FAIRWAY,0,1,0,-,Graham Fletcher,0,0.000,SE Vixen Her,2019-09-07
58000,10,3301807,4,0,Recovery,110,225,TEE,0,0,1,-,Graham Fletcher,0,0.059,SE Vixen Her,2019-09-07
58000,10,3301808,5,1,Short Game,75,30,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,-0.302,SE Vixen Her,2019-09-07
58000,10,3301809,6,1,Short Game,10,8,FAIRWAY,0,0,0,0 - 10,Graham Fletcher,0,-0.376,SE Vixen Her,2019-09-07
58000,10,3301810,7,4,Putting,8,1,GREEN,0,0,0,08,Graham Fletcher,0,-0.409,SE Vixen Her,2019-09-07
58000,10,3301811,8,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,11,3301812,1,0,Drive,316,321,TEE,0,0,0,Drive,Graham Fletcher,0,-0.106,SE Vixen Her,2019-09-07
58000,11,3301813,2,2,Approach,107,30,ROUGH,0,0,0,100 - 125,Graham Fletcher,0,0.147,SE Vixen Her,2019-09-07
58000,11,3301814,3,4,Putting,30,6,GREEN,0,0,0,22+,Graham Fletcher,0,-0.407,SE Vixen Her,2019-09-07
58000,11,3301815,4,4,Putting,6,1,GREEN,0,0,0,06,Graham Fletcher,0,-0.564,SE Vixen Her,2019-09-07
58000,11,3301816,5,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,12,3301817,1,0,Drive,458,864,TEE,0,0,0,Drive,Graham Fletcher,0,-0.533,SE Vixen Her,2019-09-07
58000,12,3301818,2,2,Approach,288,-,ROUGH,0,0,0,250+,Graham Fletcher,0,-1.167,SE Vixen Her,2019-09-07
58000,12,3301819,3,0,Drive,0,-,ROUGH,0,1,0,-,Graham Fletcher,0,0.000,SE Vixen Her,2019-09-07
58000,12,3301820,4,2,Approach,156,75,ROUGH,0,0,0,150 - 175,Graham Fletcher,0,-0.349,SE Vixen Her,2019-09-07
58000,12,3301821,5,2,Short Game,25,7,ROUGH,0,0,0,20 - 30,Graham Fletcher,0,0.179,SE Vixen Her,2019-09-07
58000,12,3301822,6,4,Putting,7,-,GREEN,1,0,0,07,Graham Fletcher,0,0.527,SE Vixen Her,2019-09-07
58000,13,3301823,1,0,Approach,136,33,TEE,0,0,0,125 - 150,Graham Fletcher,0,-0.165,SE Vixen Her,2019-09-07
58000,13,3301824,2,1,Short Game,11,8,FAIRWAY,0,0,0,10 - 15,Graham Fletcher,0,-0.350,SE Vixen Her,2019-09-07
58000,13,3301825,3,4,Putting,8,1,GREEN,0,0,0,08,Graham Fletcher,0,-0.409,SE Vixen Her,2019-09-07
58000,13,3301826,4,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,14,3301827,1,0,Drive,538,-,TEE,0,0,0,Drive,Graham Fletcher,0,-2.000,SE Vixen Her,2019-09-07
58000,14,3301828,2,0,Drive,0,-,TEE,0,2,0,-,Graham Fletcher,0,0.000,SE Vixen Her,2019-09-07
58000,14,3301829,3,0,Drive,538,792,TEE,0,0,0,Drive,Graham Fletcher,0,-0.010,SE Vixen Her,2019-09-07
58000,14,3301830,4,6,Approach,264,588,6,0,0,0,250+,Graham Fletcher,0,-0.377,SE Vixen Her,2019-09-07
58000,14,3301831,5,2,Approach,196,54,ROUGH,0,0,0,175 - 200,Graham Fletcher,0,0.077,SE Vixen Her,2019-09-07
58000,14,3301832,6,2,Short Game,18,20,ROUGH,0,0,0,15 - 20,Graham Fletcher,0,-0.331,SE Vixen Her,2019-09-07
58000,14,3301833,7,4,Putting,20,6,GREEN,0,0,0,18 - 21,Graham Fletcher,0,-0.520,SE Vixen Her,2019-09-07
58000,14,3301834,8,4,Putting,6,-,GREEN,1,0,0,06,Graham Fletcher,0,0.441,SE Vixen Her,2019-09-07
58000,15,3301835,1,0,Drive,354,480,TEE,0,0,0,Drive,Graham Fletcher,1,-0.062,SE Vixen Her,2019-09-07
58000,15,3301836,2,1,Approach,160,96,FAIRWAY,0,0,0,150 - 175,Graham Fletcher,0,-0.858,SE Vixen Her,2019-09-07
58000,15,3301837,3,6,Short Game,32,15,6,0,0,0,30 - 40,Graham Fletcher,0,0.240,SE Vixen Her,2019-09-07
58000,15,3301838,4,4,Putting,15,1,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.167,SE Vixen Her,2019-09-07
58000,15,3301839,5,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,16,3301840,1,0,Drive,340,555,TEE,0,0,0,Drive,Graham Fletcher,0,-1.071,SE Vixen Her,2019-09-07
58000,16,3301841,2,0,Recovery,185,225,TEE,0,0,1,-,Graham Fletcher,0,0.276,SE Vixen Her,2019-09-07
58000,16,3301842,3,1,Short Game,75,42,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,-0.236,SE Vixen Her,2019-09-07
58000,16,3301843,4,4,Putting,42,2,GREEN,0,0,0,22+,Graham Fletcher,0,0.130,SE Vixen Her,2019-09-07
58000,16,3301844,5,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,SE Vixen Her,2019-09-07
58000,17,3301845,1,0,Approach,171,105,TEE,0,0,0,150 - 175,Graham Fletcher,0,-0.585,SE Vixen Her,2019-09-07
58000,17,3301846,2,2,Short Game,35,63,ROUGH,0,0,0,30 - 40,Graham Fletcher,0,-0.652,SE Vixen Her,2019-09-07
58000,17,3301847,3,1,Short Game,21,12,FAIRWAY,0,0,0,20 - 30,Graham Fletcher,0,-0.311,SE Vixen Her,2019-09-07
58000,17,3301848,4,4,Putting,12,1,GREEN,0,0,0,11 - 12,Graham Fletcher,0,-0.239,SE Vixen Her,2019-09-07
58000,17,3301849,5,4,Putting,1,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.005,SE Vixen Her,2019-09-07
58000,18,3301850,1,0,Drive,285,450,TEE,0,0,0,Drive,Graham Fletcher,0,-1.129,SE Vixen Her,2019-09-07
58000,18,3301851,2,0,Recovery,150,390,TEE,0,0,1,-,Graham Fletcher,0,-0.955,SE Vixen Her,2019-09-07
58000,18,3301852,3,0,Recovery,130,225,TEE,0,0,1,-,Graham Fletcher,0,0.107,SE Vixen Her,2019-09-07
58000,18,3301853,4,1,Short Game,75,14,FAIRWAY,0,0,0,70 - 80,Graham Fletcher,0,0.102,SE Vixen Her,2019-09-07
58000,18,3301854,5,4,Putting,14,2,GREEN,0,0,0,12 - 15,Graham Fletcher,0,-0.208,SE Vixen Her,2019-09-07
58000,18,3301855,6,4,Putting,2,-,GREEN,1,0,0,0 - 2,Graham Fletcher,0,0.024,SE Vixen Her,2019-09-07
